framework,framework_version,system,model,attn_tp,moe_tp,ep,num_slots,gemm_quant,moe_quant,attn_quant,kv_quant,phase,batch_size,new_tokens,past_kv,layer_type,layer_index,measured_layer_count,layer_multiplier,latency_ms,rms_latency_ms,rms_kernel_count,includes_moe,moe_weight_mode,latency_source,physical_gpus,max_num_seqs,max_num_batched_tokens,vllm_config_hash
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,128,1024,dense,0,64,64,29.37944699988293,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1024,1024,dense,0,64,64,106.02870649927354,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,2048,1024,dense,0,64,64,215.04515200012975,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1,2048,dense,0,64,64,209.53381999970588,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,128,2048,dense,0,64,64,29.549931750807445,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1024,2048,dense,0,64,64,106.35256199930154,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,2048,2048,dense,0,64,64,227.36163424906408,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1,4096,dense,0,64,64,209.80867274920456,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,128,4096,dense,0,64,64,30.774533500334655,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1024,4096,dense,0,64,64,116.61338199974125,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,2048,4096,dense,0,64,64,237.22132225066161,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1,8192,dense,0,64,64,210.05875350056158,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,128,8192,dense,0,64,64,32.28331724858435,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,1024,8192,dense,0,64,64,129.95741800114047,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,ctx,1,2048,8192,dense,0,64,64,265.4242847493151,0.0,0,False,dense,schedule_to_update,1,,2048,f72d8260480b6026
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,gen,1,1,1,dense,0,64,64,24.871904373168945,0.0,0,False,dense,execute_model_gpu,1,4,,49c449568fc0776f
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,gen,1,1,4096,dense,0,64,64,25.27449607849121,0.0,0,False,dense,execute_model_gpu,1,4,,49c449568fc0776f
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,gen,2,1,1,dense,0,64,64,24.821760177612305,0.0,0,False,dense,execute_model_gpu,1,4,,49c449568fc0776f
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,gen,2,1,4096,dense,0,64,64,25.681312561035156,0.0,0,False,dense,execute_model_gpu,1,4,,49c449568fc0776f
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,gen,4,1,1,dense,0,64,64,25.004287719726562,0.0,0,False,dense,execute_model_gpu,1,4,,49c449568fc0776f
vLLM,0.20.1,h100_sxm,Qwen/Qwen3-32B,1,1,1,,bf16,bf16,bf16,bf16,gen,4,1,4096,dense,0,64,64,26.484960556030273,0.0,0,False,dense,execute_model_gpu,1,4,,49c449568fc0776f
