num_context_tokens,num_decode_tokens,latency_ms
0,4,6.464
0,4,6.521
0,4,6.486
0,4,6.526
0,4,6.495
0,4,6.489
0,4,6.496
0,4,6.505
0,4,6.507
0,4,6.522
0,4,6.472
0,4,6.494
0,4,6.505
0,4,6.516
0,4,6.477
0,4,6.499
0,4,6.496
0,4,6.536
0,4,6.470
0,4,6.503
0,4,6.502
0,4,6.492
0,4,6.497
0,4,6.531
0,4,6.488
0,4,6.508
0,4,6.474
0,4,6.504
0,4,6.498
0,4,6.547
0,4,6.461
0,4,6.513
0,4,6.503
0,4,6.509
0,4,6.513
0,4,6.460
0,4,6.514
0,4,6.464
0,4,6.490
0,4,6.526
0,4,6.499
0,4,6.494
0,4,6.464
0,4,6.521
0,4,6.506
0,4,6.528
0,4,6.466
0,4,6.501
0,4,6.481
0,4,6.518
0,4,6.490
0,4,6.504
0,4,6.486
0,4,6.473
0,4,6.519
0,4,6.523
0,4,6.486
0,4,6.524
0,4,6.471
0,4,6.516
0,4,6.466
0,4,6.525
0,4,6.515
0,4,6.464
0,4,6.518
0,4,6.505
0,4,6.485
0,4,6.507
0,4,6.524
0,4,6.466
0,4,6.521
0,4,6.534
0,4,6.464
0,4,6.512
0,4,6.505
0,4,6.515
0,4,6.483
0,4,6.519
0,4,6.491
0,4,6.518
0,4,6.496
0,4,6.517
0,4,6.484
0,4,6.482
0,4,6.508
0,4,6.511
0,4,6.479
0,4,6.524
0,4,6.507
0,4,6.493
0,4,6.485
0,4,6.527
0,4,6.482
0,4,6.519
0,4,6.487
0,4,6.511
0,4,6.481
0,4,6.564
0,4,6.451
0,4,6.515
0,4,6.525
0,4,6.495
0,4,6.470
0,4,6.507
0,4,6.472
0,4,6.533
0,4,6.471
0,4,6.515
0,4,6.492
0,4,6.524
0,4,6.471
0,4,6.532
0,4,6.477
0,4,6.523
0,4,6.475
0,4,6.511
0,4,6.508
0,4,6.462
0,4,6.526
0,4,6.490
0,4,6.470
0,4,6.544
0,4,6.472
0,4,6.483
0,4,6.498
0,4,6.529
0,4,6.498
0,4,6.492
0,4,6.487
0,4,6.510
0,4,6.484
0,4,6.498
0,4,6.521
0,4,6.489
0,4,6.491
0,4,6.522
0,4,6.487
0,4,6.509
0,4,6.498
0,4,6.503
0,4,6.484
0,4,6.506
0,4,6.500
0,4,6.509
0,4,6.502
0,4,6.487
0,4,6.495
0,4,6.510
0,4,6.511
0,4,6.494
0,4,6.480
0,4,6.507
0,4,6.509
0,4,6.516
0,4,6.490
0,4,6.512
0,4,6.481
0,4,6.499
0,4,6.502
0,4,6.510
0,4,6.494
0,4,6.525
0,4,6.480
0,4,6.500
0,4,6.494
0,4,6.512
0,4,6.474
0,4,6.510
0,4,6.487
0,4,6.526
0,4,6.470
0,4,6.529
0,4,6.467
0,4,6.533
0,4,6.465
0,4,6.525
0,4,6.473
0,4,6.548
0,4,6.448
0,4,6.506
0,4,6.499
0,4,6.494
0,4,6.494
0,4,6.505
0,4,6.497
0,4,6.525
0,4,6.493
0,4,6.504
0,4,6.477
0,4,6.540
0,4,6.471
0,4,6.506
0,4,6.494
0,4,6.549
0,4,6.465
0,4,6.516
0,4,6.499
0,4,6.483
0,4,6.524
0,4,6.491
0,4,6.516
0,4,6.499
0,4,6.487
0,4,6.532
0,4,6.486
0,4,6.520
0,4,6.490
0,4,6.507
0,4,6.501
0,4,6.514
0,4,6.487
0,4,6.522
0,4,6.497
0,4,6.520
0,4,6.472
0,4,6.507
0,4,6.494
0,4,6.529
0,4,6.499
0,4,6.511
0,4,6.489
0,4,6.504
0,4,6.479
0,4,6.539
0,4,6.466
0,4,6.512
0,4,6.497
0,4,6.509
0,4,6.896
0,3,6.011
0,3,6.490
0,3,6.373
2045,3,50.726
2045,3,51.491
2046,2,53.076
2046,2,52.540
2046,2,53.029
2045,3,52.476
2046,2,52.754
2046,2,52.404
2046,2,52.457
2045,3,53.191
2046,2,52.099
2046,2,52.061
2046,2,52.980
2045,3,52.485
2045,3,51.672
2045,3,53.350
39,3,8.756
0,4,6.754
0,4,6.664
0,4,6.642
0,4,6.589
0,4,6.624
0,4,6.585
0,4,6.592
0,4,6.548
0,4,6.599
0,4,6.547
0,4,6.607
0,4,6.550
0,4,6.565
0,4,6.559
0,4,6.593
0,4,6.556
0,4,6.527
0,4,6.562
0,4,6.520
0,4,6.519
0,4,6.532
0,4,6.519
0,4,6.525
0,4,6.541
0,4,6.513
0,4,6.511
0,4,6.510
0,4,6.528
0,4,6.503
0,4,6.489
0,4,6.517
0,4,6.493
0,4,6.499
0,4,6.535
0,4,6.464
0,4,6.509
0,4,6.510
0,4,6.484
0,4,6.489
0,4,6.482
0,4,6.491
0,4,6.470
0,4,6.525
0,4,6.459
0,4,6.475
0,4,6.478
0,4,6.507
0,4,6.463
0,4,6.468
0,4,6.465
0,4,6.489
0,4,6.470
0,4,6.444
0,4,6.468
0,4,6.484
0,4,6.476
0,4,6.455
0,4,6.459
0,4,6.489
0,4,6.460
0,4,6.466
0,4,6.477
0,4,6.467
0,4,6.458
0,4,6.510
0,4,6.391
0,4,6.524
0,4,6.419
0,4,6.477
0,4,6.452
0,4,6.465
0,4,6.491
0,4,6.443
0,4,6.466
0,4,6.494
0,4,6.429
0,4,6.468
0,4,6.474
0,4,6.444
0,4,6.463
0,4,6.464
0,4,6.496
0,4,6.452
0,4,6.456
0,4,6.472
0,4,6.483
0,4,6.452
0,4,6.465
0,4,6.461
0,4,6.468
0,4,6.476
0,4,6.451
0,4,6.464
0,4,6.442
0,4,6.523
0,4,6.428
0,4,6.445
0,4,6.486
0,4,6.491
0,4,6.436
0,4,6.473
0,4,6.460
0,4,6.468
0,4,6.462
0,4,6.458
0,4,6.479
0,4,6.461
0,4,6.462
0,4,6.465
0,4,6.476
0,4,6.464
0,4,6.426
0,4,6.484
0,4,6.467
0,4,6.474
0,4,6.433
0,4,6.485
0,4,6.450
0,4,6.473
0,4,6.461
0,4,6.454
0,4,6.451
0,4,6.475
0,4,6.455
0,4,6.445
0,4,6.484
0,4,6.456
0,4,6.436
0,4,6.451
0,4,6.478
0,4,6.467
0,4,6.450
0,4,6.463
0,4,6.469
0,4,6.458
0,4,6.460
0,4,6.470
0,4,6.451
0,4,6.456
0,4,6.459
0,4,6.453
0,4,6.491
0,4,6.435
0,4,6.467
0,4,6.468
0,4,6.455
0,4,6.486
0,4,6.449
0,4,6.465
0,4,6.461
0,4,6.460
0,4,6.448
0,4,6.457
0,4,6.494
0,4,6.450
0,4,6.460
0,4,6.448
0,4,6.466
0,4,6.470
0,4,6.491
0,4,6.447
0,4,6.456
0,4,6.460
0,4,6.464
0,4,6.455
0,4,6.469
0,4,6.472
0,4,6.463
0,4,6.448
0,4,6.475
0,4,6.457
0,4,6.449
0,4,6.485
0,4,6.461
0,4,6.467
0,4,6.447
0,4,6.456
0,4,6.484
0,4,6.458
0,4,6.444
0,4,6.467
0,4,6.468
0,4,6.454
0,4,6.446
0,4,6.466
0,4,6.456
0,4,6.470
0,4,6.462
0,4,6.443
0,4,6.467
0,4,6.447
0,4,6.437
0,4,6.486
0,4,6.457
0,4,6.473
0,4,6.454
0,4,6.459
0,4,6.458
0,4,6.484
0,4,6.466
0,4,6.428
0,4,6.483
0,4,6.457
0,4,6.442
0,4,6.481
0,4,6.459
0,4,6.465
0,4,6.453
0,4,6.464
0,4,6.457
0,4,6.488
0,4,6.466
0,4,6.454
0,4,6.479
0,4,6.482
0,4,6.438
0,4,6.465
0,4,6.463
0,4,6.497
0,4,6.454
0,4,6.467
0,4,6.448
0,4,6.482
0,4,6.447
0,4,6.477
0,4,6.444
0,4,6.533
0,4,6.416
0,4,6.475
0,4,6.455
0,4,6.468
0,4,6.480
0,4,6.450
0,4,6.468
0,4,6.461
0,4,6.478
0,4,6.442
0,4,6.469
0,4,6.472
0,4,6.480
0,4,6.437
0,4,6.470
0,4,6.485
0,4,6.437
0,4,6.469
0,4,6.494
0,4,6.480
0,4,6.499
0,4,6.437
0,4,6.499
0,4,6.479
0,4,6.459
0,4,6.507
0,4,6.464
0,4,6.481
0,4,6.490
0,4,6.455
0,4,6.499
0,4,6.474
0,4,6.475
0,4,6.462
0,4,6.479
0,4,6.476
0,4,6.470
0,4,6.496
0,4,6.472
0,4,6.471
0,4,6.454
0,4,6.475
0,4,6.492
0,4,6.488
0,4,6.433
0,4,6.492
0,4,6.454
0,4,6.489
0,4,6.465
0,4,6.476
0,4,6.454
0,4,6.480
0,4,6.485
0,4,6.467
0,4,6.460
0,4,6.489
0,4,6.448
0,4,6.485
0,4,6.472
0,4,6.476
0,4,6.463
0,4,6.473
0,4,6.479
0,4,6.500
0,4,6.442
0,4,6.486
0,4,6.466
0,4,6.516
0,4,6.430
0,4,6.469
0,4,6.474
0,4,6.513
0,4,6.446
0,4,6.484
0,4,6.468
0,4,6.488
0,4,6.505
0,4,6.448
0,4,6.478
0,4,6.482
0,4,6.479
0,4,6.461
0,4,6.487
0,4,6.479
0,4,6.458
0,4,6.471
0,4,6.498
0,4,6.463
0,4,6.493
0,4,6.457
0,4,6.526
0,4,6.426
0,4,6.491
0,4,6.468
0,4,6.468
0,4,6.511
0,4,6.468
0,4,6.458
0,4,6.486
0,4,6.484
0,4,6.454
0,4,6.482
0,4,6.461
0,4,6.475
0,4,6.464
0,4,6.493
0,4,6.469
0,4,6.498
0,4,6.471
0,4,6.482
0,4,6.454
0,4,6.486
0,4,6.461
0,4,6.476
0,4,6.469
0,4,6.486
0,4,6.467
0,4,6.473
0,4,6.474
0,4,6.488
0,4,6.447
0,4,6.480
0,4,6.489
0,4,6.510
0,4,6.442
0,4,6.472
0,4,6.454
0,4,6.502
0,4,6.477
0,4,6.462
0,4,6.471
0,4,6.490
0,4,6.489
0,4,6.455
0,4,6.483
0,4,6.479
0,4,6.483
0,4,6.478
0,4,6.492
0,4,6.477
0,4,6.459
0,4,6.465
0,4,6.506
0,4,6.476
0,4,6.482
0,4,6.492
0,4,6.467
0,4,6.502
0,4,6.471
0,4,6.472
0,4,6.470
0,4,6.491
0,4,6.464
0,4,6.487
0,4,6.470
0,4,6.508
0,4,6.464
0,4,6.473
0,4,6.500
0,4,6.493
0,4,6.478
0,4,6.485
0,4,6.486
0,4,6.498
0,4,6.474
0,4,6.450
0,4,6.485
0,4,6.511
0,4,6.465
0,4,6.469
0,4,6.618
0,4,6.363
0,4,6.463
0,4,6.473
0,4,6.467
0,4,6.498
0,4,6.455
0,4,6.468
0,4,6.470
0,4,6.506
0,4,6.450
0,4,6.478
0,4,6.491
0,4,6.500
0,4,6.467
0,4,6.446
0,4,6.500
0,4,6.470
0,4,6.490
0,4,6.471
0,4,6.484
0,4,6.487
0,4,6.455
0,4,6.487
0,4,6.488
0,4,6.491
0,4,6.468
0,4,6.480
0,4,6.477
0,4,6.488
0,4,6.487
0,4,6.490
0,4,6.461
0,4,6.488
0,4,6.492
0,4,6.471
0,4,6.477
0,4,6.536
0,4,6.434
0,4,6.495
0,4,6.460
0,4,6.508
0,4,6.472
0,4,6.484
0,4,6.482
0,4,6.484
0,4,6.487
0,4,6.469
0,4,6.472
0,4,6.503
0,4,6.470
0,4,6.480
0,4,6.495
0,4,6.491
0,4,6.487
0,4,6.472
0,4,6.487
0,4,6.471
0,4,6.500
0,4,6.463
0,4,6.483
0,4,6.495
0,4,6.485
0,4,6.465
0,4,6.497
0,4,6.475
0,4,6.500
0,4,6.458
0,4,6.500
0,4,6.475
0,4,6.467
0,4,6.482
0,4,6.476
0,4,6.496
0,4,6.477
0,4,6.493
0,4,6.458
0,4,6.486
0,4,6.472
0,4,6.489
0,4,6.479
0,4,6.503
0,4,6.453
0,4,6.513
0,4,6.466
0,4,6.486
0,4,6.469
0,4,6.485
0,4,6.487
0,4,6.492
0,4,6.465
0,4,6.480
0,4,6.481
0,4,6.495
0,4,6.465
0,4,6.491
0,4,6.488
0,4,6.546
0,4,6.424
0,4,6.492
0,4,6.447
0,4,6.498
0,4,6.491
0,4,6.861
0,4,6.129
0,4,6.493
0,4,6.440
0,4,6.487
0,4,6.501
0,4,6.495
0,4,6.480
0,4,6.492
0,4,6.460
0,4,6.487
0,4,6.497
0,4,6.470
0,4,6.466
0,4,6.498
0,4,6.460
0,4,6.517
0,4,6.447
0,4,6.494
0,4,6.483
0,4,6.472
0,4,6.470
0,4,6.515
0,4,6.444
0,4,6.509
0,4,6.458
0,4,6.480
0,4,6.476
0,4,6.467
0,4,6.513
0,4,6.462
0,4,6.446
0,4,6.500
0,4,6.489
0,4,6.483
0,4,6.455
0,4,6.478
0,4,6.462
0,4,6.500
0,4,6.476
0,4,6.483
0,4,6.458
0,4,6.487
0,4,6.490
0,4,6.477
0,4,6.476
0,4,6.482
0,4,6.476
0,4,6.460
0,4,6.488
0,4,6.499
0,4,6.487
0,4,6.474
0,4,6.486
0,4,6.499
0,4,6.467
0,4,6.484
0,4,6.451
0,4,6.489
0,4,6.479
0,4,6.476
0,4,6.491
0,4,6.488
0,4,6.485
0,4,6.476
0,4,6.493
0,4,6.491
0,4,6.480
0,4,6.465
0,4,6.489
0,4,6.500
0,4,6.459
0,4,6.495
0,4,6.457
0,4,6.517
0,4,6.458
0,4,6.493
0,4,6.466
0,4,6.505
0,4,6.467
0,4,6.503
0,4,6.465
0,4,6.486
0,4,6.486
0,4,6.491
0,4,6.473
0,4,6.528
0,4,6.443
0,4,6.484
0,4,6.487
0,4,6.481
0,4,6.472
0,4,6.490
0,4,6.501
0,4,6.478
0,4,6.465
0,4,6.486
0,4,6.486
0,4,6.485
0,4,6.485
0,4,6.578
0,4,6.358
0,4,6.485
0,4,6.492
0,4,6.571
0,4,6.409
0,4,6.483
0,4,6.466
0,4,6.472
0,4,6.472
0,4,6.511
0,4,6.466
0,4,6.471
0,4,6.492
0,4,6.478
0,4,6.478
0,4,6.505
0,4,6.476
0,4,6.482
0,4,6.512
0,4,6.473
0,4,6.512
0,4,6.473
0,4,6.476
0,4,6.485
0,4,6.509
0,4,6.478
0,4,6.502
0,4,6.490
0,4,6.484
0,4,6.509
0,4,6.501
0,4,6.488
0,4,6.496
0,4,6.506
0,4,6.484
0,4,6.512
0,4,6.494
0,4,6.506
0,4,6.508
0,4,6.472
0,4,6.494
0,4,6.519
0,4,6.472
0,4,6.490
0,4,6.490
0,4,6.506
0,4,6.500
0,4,6.481
0,4,6.492
0,4,6.507
0,4,6.478
0,4,6.495
0,4,6.494
0,4,6.509
0,4,6.497
0,4,6.473
0,4,6.497
0,4,6.502
0,4,6.482
0,4,6.476
0,4,6.492
0,4,6.525
0,4,6.441
0,4,6.522
0,4,6.468
0,4,6.513
0,4,6.488
0,4,6.483
0,4,6.475
0,4,6.501
0,4,6.511
0,4,6.463
0,4,6.498
0,4,6.496
0,4,6.468
0,4,6.487
0,4,6.494
0,4,6.492
0,4,6.488
0,4,6.497
0,4,6.480
0,4,6.519
0,4,6.462
0,4,6.505
0,4,6.498
0,4,6.495
0,4,6.496
0,4,6.482
0,4,6.500
0,4,6.493
0,4,6.512
0,4,6.470
